ID,Text,Length
"#330","Let's face it: there are tons of things in your home and life that you don't use, need, or even particularly want. Whether you realize it or not, this clutter creates indecision and distractions, consuming attention and making unfettered happiness a real chore.","262"
"#565","All the blue light reflections that color my mind when I sleep. And the lovesick rejections that accompany the company I keep. All the razor perceptions that cut just a little too deep. Hey I can bleed as well as anyone, but I need someone to help me sleep.","257"
"#406","Webster defines intelligence as, ""the ability to apprehend interrelationships of the perceived facts (and situations) in order to appropriately guide actions toward desired goals."" In other words, the intelligent person is able to identify a problem and find its optimum solution. Hence, intelligence is effectiveness.","328"
"#264","Your ring finger is the most difficult of all fingers to control. You will notice that when you move your ring finger your other fingers will move involuntarily as well.  This is something that will become less of a problem as you perfect your keyboarding skills.","263"
"#300","I am learning about twenty new Italian words a day. Where am I getting the brain space to store these words?  I'm hoping that maybe my mind has decided to clear out some old negative thoughts and sad memories and replace them with these shiny new words.","253"
"#448","We were playing checkers. I used to kid her once in a while because she wouldn't take her kings out of the back row. But I didn't kid her much though. You never wanted to kid Jane too much. I think I really like it best when you can kid the pants off a girl when the opportunity arises, but it's a funny thing. The girls I like best are ones I never feel much like kidding. Sometimes I think they'd like it if you kidded them - in fact I know they would - but it's hard to get started, once you've known them a pretty long time and never kidded them.","550"
"#694","How do I live without the ones I love? Time still turns the pages of the book it's burned. Place and time always on my mind. I have so much to say but you're so far away.","170"
"#55","I know that you weren't bored that day because there was a lot of stuff on TV, and then The Blair Witch Project was coming on Starz and you were like, ""I haven't seen this since it came out and if so we should watch it"" and then, ""but oh, no, we should just make out instead!""","276"
"#341","If I leave here tomorrow, would you still remember me? For I must be traveling on now, 'cause there's too many places I've got to see.","134"
"#146","In 1966, Andy Dufresne escaped from Shawshank prison. All they found of him was a muddy set of prison clothes, a bar of soap, and an old rock hammer, damn near worn down to the nub. I used to think it would take six-hundred years to tunnel under the wall with it. Old Andy did it in less than twenty.","300"
"#536","When you are immune to the opinions and actions of others, you won't be the victim of needless suffering.","105"
"#589","Mac knew the score even if Aunt Ella didn't. Shot through the left lung and that was that, as they say. Believe it was that night. She buried him the next mornin. Diggin in that hard caliche. What you got ain't nothin new. This country is hard on people. Hard and crazy. Got the devil in it yet folks never seem to hold it to account.","334"
"#505","That fear had been inside him for many years, it had lived with him, it had been another shadow ever since the night he awoke, shaken by a bad dream, and realized that death was not only a permanent probability, as he has always believed, but an immediate reality.","264"
"#205","A glooming peace this morning with it brings. The sun for sorrow will not show its head. Go hence to have more talk of these sad things. Some shall be pardoned and some punished. For never was a story of more woe than this of Juliet and her Romeo.","247"
"#57","The Peacocks are not dancing so it will not rain. The Peacocks are not dancing so it will not rain? Have you been smoking Ganja?","128"
"#70","We don't need no education. We don't need no thought control. No dark sarcasm in the classroom - teachers leave them kids alone! All in all it's just another brick in the wall.","176"
"#339","I know what ""exacerbate"" means.  There is not a word or a sentence or a concept that you can illuminate for me.","121"
"#18","If I'm curt with you it's because time is a factor. I think fast, I talk fast and I need you guys to act fast if you wanna get out of this. So, pretty please with sugar on top. Clean the car!","191"
"#410","The idea of ""Mr. Right"" has been passed down over the generations that for every woman there is the perfect man for her. I laugh at the whole notion and you should too. Here's why: The concept of a perfect match, one that requires no efforts on your part, creates unreasonable expectations that force a disparity between ""ideal"" and ""reality"" that always leads to disappointment.","409"
"#479","Wood and other fibrous material is mixed with liquid and mashed into a pulp, which is then poured onto fine screens. The liquid drains away, leaving a thin layer of fibrous material on the wire. When this material dries, it becomes paper.","238"
"#152","Warmer water increases the moisture content of storms, and warmer air holds more moisture. When storm conditions trigger a downpour, more of it falls in the form of big, one-time rainfalls and snowfalls.","203"
"#499","Ideology: the process of making ideas. Certain artisans were chosen for this occupation at an early age and were trained in mental workhouses or asylums. They were known as idealists, and were expected to provide a fixed number of ideas to be exhibited or dramatised for the benefit of the public.","297"
"#228","He canceled all his commitments and
pulled together the most important of his books, and now here he was
sitting inside a dusty, smelly warehouse. Outside, a huge caravan was
being prepared for a crossing of the Sahara, and was scheduled to pass
through Al-Fayoum.","264"
"#680","Races are not won in the first corner; however, they are often lost there. It's usually best to run as quick as you can for the first few laps, then settle into a comfortable, consistent pace.","192"
"#145","The only people for me are the mad ones, the ones who are mad to live, mad to talk, mad to be saved, desirous of everything at the same time, the ones who never yawn or say a commonplace thing, but burn, burn, burn, like fabulous yellow Roman candles exploding like spiders across the stars, and in the middle, you see the blue center-light pop, and everybody goes ahh...","371"
"#361","I had a job, I had a girl. I had something going, mister, in this world. I got laid off down at the lumber yard, our love went bad, times got hard. Now I work down at the carwash, where all it ever does is rain. Don't you feel like you're a rider on a downbound train.","268"
"#600","I don't believe in an interventionist God, but I know, darling, that you do. But if I did I would kneel down and ask him not to intervene when it came to you.","158"
"#124","You have to wonder: how do the
machines know what Tasty Wheat tasted like? Maybe they got it wrong.
Maybe what I think Tasty Wheat tasted like actually tasted like
oatmeal, or tuna fish. That makes you wonder about a lot of things.
You take chicken, for example: maybe they couldn't figure out what to
make chicken taste like, which is why chicken tastes like
everything.","371"
"#624","At the very end of these food chains (which is to say, at the very beginning), I invariably found myself in almost exactly the same place: a farm field in the American Corn Belt.","178"
"#601","And I don't believe in the
existence of angels but looking at you I wonder if that's true. But if
I did I would summon them together, and ask them to watch over you. To
each burn a candle for you, to make bright and clear your path. And to
walk, like Christ, in grace and love and guide you into my
arms.","304"
"#194","Chance and chance alone has a message for us. Everything that occurs out of necessity, everything expected, repeated day in and day out, is mute. Only chance can speak to us. We read its message much as gypsies read the images made by coffee grounds at the bottom of a cup.","273"
"#451","Stab a sorry heart with your favorite finger. Paint the whole world blue and stop your tears from stinging. Hear the cavemen singing. Good news they're bringing. Seven seas, swimming them so well. Glad to see my face among them kissing the tortoise shell.","255"
"#596","And in the dream I knew that he was goin' on ahead and that he was fixin' to make a fire somewhere out there in all that dark and all that cold, and I knew that whenever I got there he would be there. Out there up ahead.","220"
"#432","Here, the oregano and other trace materials sitting on the surface might be of some importance if they changed the surface radiance in any appreciable way.","155"
"#517","I can practically see your face and another revolutionary falls from grace. Hear the thunder in your brain. Not enough sunshine, too much rain.","143"
"#155","The problem we now face is that this thin layer of atmosphere is being thickened by huge quantities of human-caused carbon dioxide and other greenhouse gases. And as it thickens, it traps a lot of the infrared radiation that would otherwise escape the atmosphere and continue out to the universe. As a result, the temperature of the Earth's atmosphere and oceans is getting dangerously warmer.","393"
"#421","After removal from the oven, the pizza is sliced and plated quickly in a flat cardboard box, which is immediately closed and often taped shut. There is no physical separation after the slicing, so that edge can be ignored and we can treat the pizza, for thermal purposes, as an infinite plane.","293"
"#389","Through intensive training and psychological manipulation, an elite team of fanatic followers can be trained to sacrifice even their own lives to accomplish a given mission.","173"
"#514","I did my best, it wasn't much. I couldn't feel, so I tried to touch. I've told the truth, I didn't come to fool you.","116"
"#332","It was hard to toss things I had once thought were valuable enough to spend money on and just as hard to separate myself from worn and ragged clothing I had for sentimental reasons. Once I'd passed through the first few tough decisions, though, the momentum had been built and it was a breeze.","293"
"#334","Pursued by the Empire's sinister agents, Princess Leia races home aboard her starship, custodian of the stolen plans that can save her people and restore freedom to the galaxy.","176"
"#445","Consider this: Is the pious being loved by the gods because it is pious, or is it pious because it is being loved by the Gods? We speak of something carried and something carrying, of something led and something leading, of something seen and something seeing, and you understand that these things are all different from one another and how they differ? So there is also something loved and - a different thing - something loving.","430"
"#654","I've flown seven million miles. And I've been waiting on people almost 20 years. The best job I could get after my bust was Cabo Air, which is the worst job you can get in this industry.","186"
"#644","I think you're gonna find - when all this stuff is over and done - I think you're gonna find yourself one smiling guy.","118"
"#138","Few smart kids can spare the attention that popularity requires. Unless they also happen to be good-looking, natural athletes, or siblings of popular kids, they'll tend to become nerds. And that's why smart people's lives are worst between, say, the ages of eleven and seventeen. Life at that age revolves far more around popularity than before or after.","354"
"#629","Since the 1980s virtually all the sodas and most of the fruit drinks sold in the supermarket have been sweetened with high-fructose corn syrup. Grab a beer for your beverage instead and you'd still be drinking corn, in the form of alcohol fermented from glucose refined from corn. Read the ingredients on the label of any processed food and, provided you know the chemical names it travels under, corn is what you will find.","424"
"#297","Good games stay within, but at the outer edge, of the player's regime of competence. That is, they feel doable but challenging. This makes them pleasantly frustrating.","167"
"#387","The goal of the true seeker is to become a sage, or superior man. There are certain immutable laws of the universe, which the sage must be in harmony with. Different Ninja sects espouse some laws in particular, but each law is essential in its own right, and must be considered equal to the rest.","296"
"#475","The Inca believed that if one did not give thanks and obedience to the gods, bad things would happen. The world of the Andes Mountains is full of ecological wonders - and ecological disasters such as earthquakes, severe storms, and volcanic activity.","250"
"#568","They knew the were privileged to have these choices, but they also knew the stakes were high. These people were asking the big questions: How do I find meaning in my life? Should I have children? What is the most meaningful way to connect with other people? How should I balance my work life with my personal life (and is there a distinction anymore)?","351"
"#626","The milk and cheese and yogurt, which once came from dairy cows that grazed on grass, now typically come from cows that spend their working lives indoors tethered to machines, eating corn.","188"
"#150","There are two places on Earth that serve as canaries in the coal mine - regions that are especially sensitive to the effects of global warming. The first is the Arctic. The second is the Antarctic.","197"
"#140","Because they're at the bottom of the scale, nerds are a safe target for the entire school. If I remember correctly, the most popular kids don't persecute nerds; they don't need to stoop to such things. Most of the persecution comes from kids lower down, the nervous middle classes.","281"
"#507","You won't kill me out of some misplaced sense of self-righteousness. And I won't kill you because you're just too much fun. I think you and I are destined to do this forever.","174"
"#223","Do I really look like a guy with a plan? You know what I am? I'm a dog chasing cars. I wouldn't know what to do with one if I caught it. You know, I just do things. I'm not a schemer. I try to show the schemers how pathetic their attempts to control things really are.","268"
"#123","Maybe what I think Tasty Wheat tasted like actually tasted like oatmeal, or tuna fish. That makes you wonder about a lot of things. You take chicken, for example: maybe they couldn't figure out what to make chicken taste like, which is why chicken tastes like everything.","271"
"#164","When I was your age, television was called books. And this is a special book. It was the book my father used to read to me when I was sick, and I used to read it to your father. And today I'm gonna read it to you.","213"
"#502","Although his voice was also broken by uncertainty and his hands seemed to doubt the existence of things, it was evident that he came from the world where men could still sleep and remember.","189"
"#422","There is no physical separation after the slicing, so that edge can be ignored and we can treat the pizza, for thermal purposes, as an infinite plane. The procedure reduces the heat-transfer problem to one dimension represented by a vector normal to the pizza surface.","268"
"#549","Remembering you running soft through the night. You were bigger and brighter and whiter than snow. And screamed at the make-believe, screamed at the sky, and you finally found all your courage to let it all go.","210"
"#638","Pulp: a soft, moist, shapeless mass or matter.","46"
"#37","That's Tommy. He tells people he was named after a gun, but I know he was really named after a famous 19th century ballet dancer.","129"
"#118","The pathology of setting a deadline to the earliest articulable date essentially guarantees that the schedule will be missed. Even the strategy of picking the ""most likely date"" is not particularly safe, as the area to the left of the peak of the curve is barely a third. That says there is a two-thirds chance of missing the deadline.","345"
"#696","I've been thinking lots about my life and how quick I'd wash it down the drain. Past tense, the future, nothing matters now. I act on my own and I'm to blame.","158"
"#105","The treatment of atoms with more than one electron requires consideration of the effects of interelectronic repulsion, orbital penetration towards the nuclear shielding, and an extra quantum number which specifies the intrinsic energy of the electron in any orbital.  All these considerations are necessary to allow construction of the modern form of the periodic classification of the elements.","395"
"#309","Involuntarily I glanced seaward - and distinguished nothing except a single green light, minute and far away, that might have been the end of a dock.","149"
"#203","Who is Keyser Soze? He is supposed to be Turkish. Some say his father was German. Nobody believed he was real. The greatest trick the Devil ever pulled was convincing the world he didn't exist.","193"
"#231","In short order, Carter then proceeded to kill any chance he had of securing reelection. In American political discourse, fundamental threats are by definition external. Nazi Germany, Imperial Japan, or international communism could threaten the United States.  Yet Carter now dared to suggest that the real danger to American democracy lay within.","347"
"#618","As the netted bag says, this potato was grown in Idaho, that onion came from a farm in Texas. Move over to Meat, though, and the chain grows longer and less comprehensible: The label doesn't mention that that rib-eye steak came from a steer born in South Dakota and fattened in a Kansas feedlot on grain grown in Iowa.","318"
"#165","So my heart goes out to them. Figuratively. I would never actually entrust my heart to scientists - they'd probably implant it in a baboon. And a baboon with my heart would be practically unstoppable.","200"
"#616","When I was a kid, you never saw radicchio in the produce section, or a half dozen different kinds of mushrooms, or kiwis and passion fruit and durians and mangoes. Indeed, in the last few years a whole catalog of exotic species from the tropics has colonized, and considerably enlivened, the produce department.","311"
"#292","At first they had tried to keep the finding quiet. After all, they were not absolutely sure it was an extraterrestrial message.","127"
"#374","In general, many of these targets
are easier marks if you are wearing the correct uniform. You should
always have one suit or fashionable dress outfit hanging in the closet
for the proper heists. Specialized uniforms, such as nun and priest
garb, can be most helpful. Check out your local uniform store for a
wide range of clothes that will get you in, and especially out, of all
kinds of stores.","396"
"#304","Allow me first to apologize for this interruption. I do, like many of you, appreciate the comforts of everyday routine - the security of the familiar, the tranquility of repetition. I enjoy them as much as any bloke.","216"
"#381","All Ninja are men of peace, and must always remain so or lose many of the special powers they have developed. Beyond this, the Ninja are also adept at fieldcraft, infiltrating, and espionage. Because of their scouting skills and peripheral kinesthetic sensitivity, Ninja customarily surprise their opponents slightly more than half the time.","341"
"#628","To wash down your chicken nuggets with virtually any soft drink in the supermarket is to have some corn with your corn.","119"
"#571","There are very few things I wish I could change about those two decades, but there are many things I wish I had known. I wish I had known, for instance, that such a long period of being single was in the cards for me. I also wish I'd known earlier that such a delay was not abnormal among my generation.","303"
"#289","Lucid but wholly false recollections can easily be induced by a few cues and questions.  Memory can be contaminated.","116"
"#650","I must not fear. Fear is the mind killer. Fear is the little death that brings total obliteration. I will face my fear.","119"
"#484","However, let us leave aside the philosophical, social, and economic aspects of the question. I do not wish to fatigue your attention. I must nevertheless point out that our profession very closely approaches the idea of that which is called art. Into it enter all the elements which go to form art - vocation, inspiration, fantasy, inventiveness, ambition, and a long and arduous apprenticeship to the science.","410"
"#293","One respondent said ""For women - a lot of games are crap - they're about armies and shooting. Ninety percent of games are not what I consider provocative for a broad audience."" This seems to be a common concern.","211"
"#692","There are perhaps twenty regular posters on the forum, and some much larger and uncounted number of lurkers.","108"
"#518","When the light of life has gone, no change for the meter. Then the king of spivs will come, selling blood by the litre. When nothing's sacred anymore, when the demon's knocking on your door, you'll still be staring down at the floor.","233"
"#202","Who is Keyser Soze? He is supposed to be Turkish. Some say his father was German. Nobody believed he was real. Nobody ever saw him or knew anybody that ever worked directly for him, but to hear Kobayashi tell it, anybody could have worked for Soze. You never knew. That was his power. The greatest trick the Devil ever pulled was convincing the world he didn't exist.","367"
"#68","There is no pain, you are receding. A distant ship smoke on the horizon. You are only coming through in waves. Your lips move but I can't hear what you're saying.","162"
"#425","Three changes occur while the stacked disk structure equilibrates with the high-temperature oven. First, the layer of dough bakes into bread, a low-water-content material with a large number of nonconnecting small air spaces. Second, the tomato paste dehydrates, and third, the mozzarella undergoes a complex series of transitions involving protein denaturation and lipid rearrangement from regular liquid crystal to more disordered states.","440"
"#370","There was a stage and a PA up in western Massachusetts and the kids came from miles around to get messed up on the music. And she drove from Bowdoin with a carload of girlfriends to meet some boys and maybe eat some mushrooms.","226"
"#44","You needn't take it any further, sir. You've proved to me that all this ultraviolence and killing is wrong, wrong, and terribly wrong. I've learned me lesson, sir. I've seen now what I've never seen before. I'm cured! Praise Bog! I'm cured!","240"
"#209","If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth.","314"
"#204","Any finite number divided by infinity is as near to nothing as makes no odds, so the average population of all the planets in the Universe can be said to be zero. From this it follows that the population of the whole Universe is also zero, and that any people you may meet from time to time are merely the products of a deranged imagination.","341"
"#331","It was hard to toss things I had once thought were valuable enough to spend money on and just as hard to separate myself from worn and ragged clothing I had for sentimental reasons.  The first ten minutes of sorting through clothing was like choosing which child of mine should live or die. Once I'd passed through the first few tough decisions, though, the momentum had been built and it was a breeze.","402"
"#197","The only preventive thing I do is wash clothes after buying them in a thrift shop - this after catching crabs from a pair of used pants. I was in my midtwenties at the time and probably would have itched myself all the way to the bone had a friend not taken me to a drugstore.","276"
"#121","The terminator wouldn't stop, it would never leave him. It would never hurt him or shout at him or get drunk and hit him or say it was too busy to spend time with him. And it would die to protect him. Of all the would-be fathers that came over the years, this thing, this machine, was the only thing that measured up. In an insane world, it was the sanest choice.","363"
"#385","Many people limit themselves to leading boring, dull lives by accepting the judgment of others that they are of low intelligence. This is not so.","145"
"#566","With no map to navigate one's life, some of us have stood stock-still. In such a world of confused roles, time lines, and expectations, the simplest decisions could sometimes become problematic. Forget figuring out how to chart a career and start a family; some of us, like the characters on Seinfeld, couldn't figure out how to go to the movies.","346"
"#384","Many people limit themselves to leading boring, dull lives by accepting the judgment of others that they are of low intelligence. This is not so. Just because one does not process sensory information and replay it the same way as everyone else does not mean that there is a lack of comprehension or interest.","308"
"#597","And when he rode past I seen he was carryin' fire in a horn the way people used to do and I could see the horn from the light inside of it. About the color of the moon.","168"
"#537","Don't make assumptions - find the courage to ask questions and to express what you really want. Communicate with others as clearly as you can to avoid misunderstandings, sadness and drama. With just this one agreement, you can completely transform your life.","258"
"#122","If there is one thing the history of evolution has taught us it's that life will not be contained. Life breaks free, expands to new territory, and crashes through barriers, painfully, maybe even dangerously.","208"
"#530","Historically, most wines contained less than 14 percent alcohol - either because there wasn't enough sugar in the juice to attain a higher alcohol level, or because the yeasts died off when the alcohol reached 14 percent, halting the fermentation.","247"
"#613","It was an effect of light: quick sunlight dappling, yellow leaves falling (but from what? Were there even trees on West Fifty-seventh Street?), a shower of gold, spangled, very fast, a falling of the bright.","207"
"#59","Throughout my academic career, I'd given some pretty good talks. But being considered the best speaker in the Computer Science department is like being known as the tallest of the Seven Dwarfs.","193"
"#412","The truth of the matter is that there are a lot of available men (and more than enough who are not ""available,"" but will still try) of varying quality, that you can choose from, but the odds are that you will generally meet the worst of them.","242"
"#606","With forty-six Chinese, fourteen Japanese, eighteen Mexican, and only two Thai restaurants, Atlanta was a city still characterized by ""all-American"" food.","164"
"#100","As if that blind rage had washed me clean, rid me of hope; for the first time, in that night alive with signs and stars, I opened myself to the gentle indifference of the world. Finding it so much like myself, I felt that I had been happy and that I was happy again.","266"
"#356","Many rivers to cross but I can't seem to find my way over. Wandering, I am lost as I travel along the white cliffs of Dover. Many rivers to cross and it's only my will that keeps me alive.","188"
"#520","Not too many days from this day, not too many hours from this hour. So long? The storm comes, or is it just another shower?","123"
"#134","The time I waited seemed endless, and I felt doubts and fears crowding upon me. What sort of place had I come to, and among what kind of people? What sort of grim adventure was it on which I had embarked?","204"
"#222","Do I really look like a guy with a plan? You know what I am? I'm a dog chasing cars. I wouldn't know what to do with one if I caught it. You know, I just do things. The mob has plans, the cops have plans, you know, they're schemers. Schemers trying to control their worlds. I'm not a schemer. I try to show the schemers how pathetic their attempts to control things really are.","377"
"#548","I've been looking so long at these pictures of you that I almost believe that they're real. I've been living so long with my pictures of you that I almost believe that the pictures are all I can feel.","200"
"#354","I went to the woods because I wished to live deliberately, to front only the essential facts of life, and see if I could not learn what it had to teach, and not, when I came to die, discover that I had not lived.","212"
"#504","While you were sleeping, you tossed, you turned. You rolled your eyes as the world burned. The heavens fell, the earth quaked. I thought you must be, but you weren't awake.","172"
"#163","Hi, and welcome to the future. San
Dimas, California, 2688. And I'm telling you, everything is great. The
air is clean. The water is clean. Even the dirt is clean. Bowling
averages are way up. Mini-golf scores are way down. And we have more
waterslides than any other planet we communicate with.","295"
"#71","We don't need no education. We don't need no thought control. No dark sarcasm in the classroom - teachers leave them kids alone! All in all it's just another brick in the wall. ""If you don't eat yer meat, you can't have any pudding. How can you have any pudding if you don't eat yer meat?""","289"
"#266","On a manual typewriter, strike the
key with a nice sharp stroke - not a hard stroke, but a fast one. The
sound should be sharp and quick. If you are pushing your keys rather
than striking them, the sound will be mushy.","218"
"#466","Music finds a comfortable parallel
with that of human language. Much as language has words, sentences,
and stories, music has tones, melodies, and
songs.","153"
"#383","Because of their scouting skills and peripheral kinesthetic sensitivity, Ninja customarily surprise their opponents slightly more than half the time.","149"
"#429","The melted mozzarella layer, which we shall designate MML, is the obvious source of trauma to the roof of the mouth and from the point of view of medical physics is clearly the key agent in the etiology of pizza burn.","217"
"#519","Picking up the pieces, half alive in a nine 'til five, vacant eyes, is it any wonder? Primal scream at the TV screen, close your eyes. Now the world is too much with me. Please leave, just go away. Before I lose my mind completely, just leave, please go now.","258"
"#188","Some pilots like the excitement of our missions, knowing that they are of short duration, but most of us concentrate so fiercely on finding our targets and avoiding calamity that we recall more vividly our relief when it's over than we do our exhilaration while it's going on.","276"
"#217","And if by chance an honest man like yourself should make enemies then they would become my enemies. And then, they would fear you.","131"
"#398","We might begin by asking why the pregnant man image has been a source of continued fascination throughout the centuries. Mythology, folklore, religion, literature, science, politics, philosophy, anthropology, and psychology as well as theater, film, television, visual culture, and cyberspace all have scores of images and tales attesting to its appeal.","353"
"#255","There is a trick for learning to type faster. That trick is to type words rather than letters.","94"
"#324","Facts can be thought of as objective or subjective. Things and events are objective facts. A subjective fact is one that is limited to the subject experiencing it. Establishing the reality of subjective facts depends entirely on the trustworthiness of those who claim to be experiencing them.","293"
"#237","All that year the animals worked like slaves. But they were happy in their work; they grudged no effort or sacrifice, well aware that everything that they did was for the benefit of themselves and those of their kind who would come after them.","243"
"#189","To evaluate an option from the other side's point of view, consider how they might be criticized if they adopted it. Write out a sentence or two illustrating what the other side's most powerful critic might say about the decision you are thinking of asking for.","261"
"#312","Parisian French is different from Provincial French and German is spoken a little differently in northern and southern Germany. Sound complicated?  Welcome to international business and politics.","195"
"#76","There's sometimes a buggy. How many drivers does a buggy have? So, let's just say I'm driving this buggy, and if you fix your attitude, you can ride along with me. Now you will see me one more time, if you do good. You will see me, two more times, if you do bad.","262"
"#371","There was a stage and a PA up in western Massachusetts and the kids came from miles around to get messed up on the music. And she drove down from Bowdoin with a carload of girlfriends, to meet some boys and maybe eat some mushrooms. And they did, and she got sick, and now she's pinned and way too shaky.","304"
"#675","Don't practice too much at first, or you're likely to develop incorrect patterns or movements. Instead, begin with a few laps, maintaing intense concentration and motivation. If you begin to repeat an error, or if your concentration or attention starts to fade, if you start to become casual, then stop. Clear your head, get your concentration and motivation back, then go again.","379"
"#87","What? A swallow carrying a coconut? It's not a question of where he grips it! It's a simple question of weight ratios! A five ounce bird could not carry a one pound coconut. Listen - in order to maintain air-speed velocity, a swallow needs to beat its wings forty-three times every second, right?","296"
"#705","A few light taps upon the pane made him turn to the window. It had begun to snow again. He watched sleepily the flakes, silver and dark, falling obliquely against the lamplight. The time had come for him to set out on his journey westward.","239"
"#283","Since every piece of matter in the Universe is in some way affected by every other piece of matter in the Universe, it is in theory possible to extrapolate the whole of creation - every sun, every planet, their orbits, their composition and their economic and social history from, say, one small piece of fairy cake.","316"
"#238","All that year the animals worked like slaves. But they were happy in their work; they grudged no effort or sacrifice, well aware that everything that they did was for the benefit of themselves and those of their kind who would come after them, and not for a pack of idle, thieving human beings.","294"
"#141","Data is by definition easy to copy. And the Internet makes copies easy to distribute. So it is no wonder companies are afraid. But, as so often happens, fear has clouded their judgment. The government has responded with draconian laws to protect intellectual property. They probably mean well. But they may not realize that such laws will do more harm than good.","362"
"#187","Combat for a naval aviator is fought in short, violent bursts. Our missions last but an hour or two before we are clear of danger and back on the carrier playing poker with our buddies. We are spared the sustained misery of the infantrymen who slog through awful conditions and danger for months on end.","303"
"#125","You're here because you know something. What you know you can't explain, but you feel it. You've felt it your entire life, that there's something wrong with the world. You don't know what it is, but it's there, like a splinter in your mind, driving you mad. It is this feeling that has brought you to me.","304"
"#523","The recipe for turning fruit into wine goes something like this: 1. Pick a large quantity of ripe grapes from grapevines (you could substitute raspberries or any other fruit, but 99.9 percent of all the wine in the world is made from grapes, because they make the best wines). 2. Put the grapes into a clean container that doesn't leak. 3. Crush the grapes somehow to release their juice. (Once upon a time, feet performed this step). 4. Wait.","443"
"#567","With no map to navigate one's life, some of us have stood stock-still. In such a world of confused roles, time lines, and expectations, the simplest decisions could sometimes become problematic.","194"
"#272","In 1873 the Sholes & Glidden Type Writer became the first to be mass produced, and its keyboard layout was soon standard on all typewriters. Other keyboard layouts have been created since, such as the Blickensderfer and the Dvorak, and some are demonstrably more efficient, but the original continues to thrive. It is a telling demonstration of the power of inertia and the reward of being first.","396"
"#355","Many rivers to cross but I can't seem to find my way over. Wandering, I am lost as I travel along the white cliffs of Dover. Many rivers to cross and it's only my will that keeps me alive. I've been licked, washed up for years, and I merely survive because of my pride.","269"
"#677","Don't practice too much at first, or you're likely to develop incorrect patterns or movements.","94"
"#340","If I leave here tomorrow, would you still remember me? For I must be traveling on now, 'cause there's too many places I've got to see. But if I stayed here with you, girl, things just couldn't be the same. 'Cause I'm as free as a bird now, and this bird you cannot change.","272"
"#578","To drive out of the Central Valley of California on a hot day and into San Francisco is to feel like you're landing on another planet. Over our two-hour drive, the temperature went from nearly a hundred to the middle sixties.","225"
"#35","My name is Turkish. Funny name for an Englishman, I know. My parents to be were on the same plane when it crashed. That's how they met. They named me after the name of the plane. Not many people are named after a plane crash.","225"
"#375","Specialized uniforms, such as nun and priest garb, can be most helpful. Check out your local uniform store for a wide range of clothes that will get you in, and especially out, of all kinds of stores.","200"
"#19","Do you know what they call a Quarter-pounder with cheese in France? Royale with cheese. Do you know why they call it a Royale with cheese? Because of the metric system.","168"
"#449","We were playing checkers. I used to kid her once in a while because she wouldn't take her kings out of the back row. But I didn't kid her much though. You never wanted to kid Jane too much. I think I really like it best when you can kid the pants off a girl when the opportunity arises, but it's a funny thing. The girls I like best are ones I never feel much like kidding.","373"
"#577","To drive out of the Central Valley of California on a hot day and into San Francisco is to feel like you're landing on another planet. Over our two-hour drive, the temperature went from nearly a hundred to the middle sixties. The visual disparity was as dramatic. On one side of the bay was a day so bright you'd have to squint with the visor down and your sunglasses on. As we crossed into the fog, it didn't seem possible that two such environments could exist side by side.","476"
"#485","I must nevertheless point out that our profession very closely approaches the idea of that which is called art. Into it enter all the elements which go to form art - vocation, inspiration, fantasy, inventiveness, ambition, and a long and arduous apprenticeship to the science.","276"
"#96","Look, you should admit to yourself that Microsoft will miss you for a month or two. Someone will quickly fill the void. It will be like you never worked there. Ask yourself, ""Are there thousands lining up to help poor villages build schools and libraries?""","256"
"#615","Air-conditioned, odorless, illuminated by buzzing fluorescent tubes, the American supermarket doesn't present itself as having very much to do with Nature. And yet what is this place if not a landscape (manmade, it's true) teeming with plants and animals?","255"
"#298","It is possible that I already had some presentiment of my future. The locked and rusted gate that stood before us, with wisps of river fog threading its spikes like the mountain paths, remains in my mind now as the symbol of my exile.","234"
"#539","Always do your best - your best is going to change from moment to moment; it will be different when you are healthy as opposed to sick. Under any circumstance, simply do your best, and you will avoid self-judgment, self-abuse and regret.","237"
"#357","Many rivers to cross but I can't seem to find my way over. Wandering, I am lost as I travel along the white cliffs of Dover.","124"
"#342","She's got eyes of the bluest skies as if they thought of rain. I hate to look into those eyes and see an ounce of pain. Her hair reminds me of a warm safe place where as a child I'd hide and pray for the thunder and the rain to quietly pass me by.","247"
"#302","I had a friend who was a heavy drinker. If somebody asked him if he'd been drunk the night before, he would always answer off-handedly, ""Oh, I imagine."" I've always liked that answer. It acknowledges life as a dream.","226"
"#345","She's got a smile that, it seems to me, reminds me of childhood memories, where everything was as fresh as the bright blue sky.","127"
"#372","He was rough around the edges. He'd been to school, but never finished. He'd been to jail, but never prison. And it was his first day off in forever, man. The festival seemed like a pretty good plan.","199"
"#110","The inner surface of the cell wall touches the cytoplasmic membrane. The cytoplasmic membrane contains proteins that span the lipid bilayer. The bacterial cytoplasmic membrane (unlike that of animals) has no cholesterol or other sterols.","237"
"#489","Some have a positive vocation for breaking open safes: from their tenderest childhood they are attracted by the mysteries of every kind of complicated mechanism - bicycles, sewing machines, clock-work toys and watches. Finally, gentlemen, there are people with an hereditary animus against private property.","307"
